Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1843,20,RL,75.0,11625,Pave,missing,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,3,3,CBlock,3,3,1,4,527.0,1,0.0,525.0,1052.0,GasA,3,1,5,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,8,1,1,Attchd,1984.0,3,1.0,668.0,3,3,3,0,215,0,0,0,0,0,0,missing,0,4,2009,WD,Abnorml
1844,85,RL,0.0,8014,Pave,missing,3,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,4,6,456.0,1,0.0,0.0,456.0,GasA,3,1,5,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,8,1,2,Basment,1978.0,3,2.0,504.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1845,80,RL,88.0,15400,Pave,missing,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,1,1,0.0,1,0.0,552.0,552.0,GasA,3,1,5,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,8,1,3,Attchd,1961.0,1,1.0,384.0,3,3,3,290,40,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
1846,80,RL,88.0,15312,Pave,missing,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,3,3,CBlock,3,3,3,4,588.0,1,0.0,550.0,1138.0,GasA,5,1,5,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,8,1,3,Attchd,1960.0,2,2.0,480.0,3,3,3,0,0,0,0,140,0,0,3,missing,0,3,2009,COD,Normal
1847,80,RL,0.0,15584,Pave,missing,4,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,825.0,825.0,GasA,5,1,5,2071,0,0,2071,0.0,1.0,1,1,4,1,3,9,8,1,3,Attchd,1956.0,1,1.0,336.0,3,3,3,131,28,0,0,0,0,0,0,missing,0,10,2009,WD,Normal
1848,20,RL,0.0,9000,Pave,missing,4,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,0,5,660,0,0,660,0.0,0.0,1,0,2,1,2,5,6,0,0,missing,0.0,0,0.0,0.0,0,0,1,0,0,100,0,0,0,0,0,missing,0,6,2009,WD,Normal
1849,20,RL,0.0,15635,Pave,missing,3,4,4,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,5,1383,0,0,1383,0.0,0.0,1,0,2,1,3,6,5,0,0,Attchd,1980.0,1,2.0,498.0,2,3,3,0,0,90,0,110,0,0,0,missing,0,10,2009,WD,Normal
1850,20,RL,68.0,9571,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,257.0,1,0.0,816.0,1073.0,GasA,3,1,4,1073,0,0,1073,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1956.0,1,1.0,340.0,3,3,3,0,0,0,0,0,0,0,4,missing,0,2,2009,WD,Normal
1851,60,RL,50.0,9350,Pave,missing,4,3,4,Inside,3,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,342.0,1,0.0,405.0,747.0,GasA,5,1,5,892,747,0,1639,0.0,0.0,1,1,3,1,4,6,8,1,4,Detchd,1946.0,1,1.0,240.0,3,3,3,0,50,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
1852,20,RL,62.0,7440,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,1,4,173.0,1,0.0,916.0,1089.0,GasW,3,1,5,1089,0,0,1089,1.0,0.0,1,0,3,1,3,5,8,1,4,Detchd,1954.0,2,1.0,252.0,3,3,2,328,0,0,0,0,0,0,3,missing,0,9,2009,WD,Normal
1853,120,RL,42.0,4235,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,4,3,CBlock,4,3,2,6,552.0,5,393.0,104.0,1049.0,GasA,3,1,5,1049,0,0,1049,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1984.0,3,1.0,266.0,3,3,3,0,105,0,0,0,0,0,0,missing,0,2,2009,WD,Normal
1854,80,RL,74.0,10778,Pave,missing,3,4,4,Inside,3,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,460.0,5,286.0,308.0,1054.0,GasA,4,1,5,1061,0,0,1061,1.0,0.0,1,1,1,1,4,4,8,0,0,Attchd,1990.0,1,2.0,462.0,3,3,3,114,36,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
1855,80,RL,66.0,19255,Pave,missing,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,4,3,CBlock,4,3,3,3,70.0,6,450.0,0.0,520.0,GasA,4,1,5,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,6,1,1,Attchd,1983.0,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,0,Shed,600,9,2009,WD,Normal
1856,60,RL,85.0,10560,Pave,missing,4,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,1,6,474.0,1,0.0,605.0,1079.0,GasA,5,1,5,1079,800,0,1879,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1993.0,2,2.0,473.0,3,3,3,400,100,144,0,0,0,0,3,missing,0,8,2009,WD,Normal
1857,70,RL,120.0,26400,Pave,missing,4,3,4,FR2,3,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,5,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,5,1,3,Attchd,1900.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1858,90,RL,64.0,7018,Pave,missing,4,4,4,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,5,1114,1114,0,2228,0.0,0.0,2,0,6,2,3,8,8,0,0,Detchd,1979.0,1,2.0,720.0,3,3,3,73,0,0,0,0,0,0,0,missing,0,6,2009,WD,Alloca
1859,90,RL,64.0,7018,Pave,missing,4,3,4,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,5,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,8,0,0,Attchd,1979.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,4,missing,0,6,2009,WD,Alloca
1860,90,RL,64.0,7040,Pave,missing,4,4,4,Inside,3,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,3,3,CBlock,4,3,3,6,1094.0,1,0.0,0.0,1094.0,GasA,3,1,5,1229,0,0,1229,2.0,0.0,0,2,2,2,4,6,8,2,3,Detchd,1979.0,1,2.0,672.0,3,3,3,120,0,0,0,0,0,0,0,missing,0,6,2009,WD,Alloca
1861,90,RL,64.0,7007,Pave,missing,4,3,4,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,5,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,8,0,0,Attchd,1979.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,6,2009,WD,Alloca
1862,90,RL,0.0,11855,Pave,missing,4,4,4,Inside,3,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,1,5,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,8,2,3,BuiltIn,2000.0,3,4.0,820.0,3,3,3,312,0,0,0,0,0,0,0,missing,0,10,2009,WD,Normal
1863,90,RL,0.0,7939,Pave,missing,4,4,4,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,1,5,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,8,2,3,BuiltIn,2000.0,3,4.0,820.0,3,3,3,312,0,0,0,0,0,0,0,missing,0,10,2009,WD,Normal
1864,90,RL,0.0,7976,Pave,missing,4,4,4,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,1,5,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,8,2,3,BuiltIn,2000.0,3,4.0,820.0,3,3,3,312,0,0,0,0,0,0,0,missing,0,10,2009,WD,Normal
1865,20,RL,84.0,10933,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,5,3,PConc,5,3,4,6,1021.0,1,0.0,534.0,1555.0,GasA,5,1,5,1680,0,0,1680,1.0,0.0,1,1,1,1,5,8,8,1,4,Attchd,2009.0,3,3.0,1138.0,3,3,3,185,24,0,0,0,0,0,0,missing,0,7,2009,New,Partial
1866,20,RL,65.0,10816,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,5,3,PConc,5,3,4,6,1104.0,1,0.0,616.0,1720.0,GasA,5,1,5,1720,0,0,1720,1.0,0.0,2,0,3,1,5,8,8,1,4,Attchd,2008.0,2,3.0,846.0,3,3,3,208,104,0,0,0,0,0,0,missing,0,11,2009,WD,Normal
1867,20,RL,71.0,9178,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1468.0,1468.0,GasA,5,1,5,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2008.0,2,3.0,904.0,3,3,3,192,142,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1868,20,RL,77.0,11422,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,4,3,PConc,5,3,3,6,1359.0,1,0.0,479.0,1838.0,GasA,5,1,5,1838,0,0,1838,1.0,0.0,2,0,3,1,4,7,8,2,4,Attchd,2007.0,2,2.0,524.0,3,3,3,154,222,0,0,0,0,0,0,missing,0,4,2009,WD,Normal
1869,20,RL,64.0,6762,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,902.0,1,0.0,380.0,1282.0,GasA,5,1,5,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2007.0,2,2.0,662.0,3,3,3,168,0,0,0,0,0,0,0,missing,0,5,2009,WD,Normal
1870,20,RL,95.0,10324,Pave,missing,3,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,3,6,872.0,1,0.0,382.0,1254.0,GasA,5,1,5,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2008.0,2,3.0,810.0,3,3,3,168,92,0,0,0,0,0,0,missing,0,3,2009,WD,Normal
1871,20,RL,78.0,11645,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,5,3,4,6,24.0,1,0.0,1474.0,1498.0,GasA,5,1,5,1498,0,0,1498,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2005.0,3,3.0,844.0,3,3,3,144,98,0,0,0,0,0,0,missing,0,3,2009,WD,Normal
1872,60,RL,79.0,11646,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,704.0,704.0,GasA,5,1,5,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2005.0,3,2.0,440.0,3,3,3,36,28,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
1873,60,RL,0.0,16698,Pave,missing,3,2,4,CulDSac,2,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,800.0,1,0.0,649.0,1449.0,GasA,4,1,5,944,815,0,1759,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1992.0,1,2.0,525.0,3,3,3,150,193,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1874,20,RL,65.0,9757,Pave,missing,4,1,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,755.0,1,0.0,235.0,990.0,GasA,5,1,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1995.0,2,1.0,440.0,3,3,3,66,0,0,0,92,0,0,0,missing,0,10,2009,WD,Normal
1875,20,RL,65.0,14753,Pave,missing,2,1,4,Inside,3,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,950.0,1,0.0,513.0,1463.0,GasA,5,1,5,1463,0,0,1463,1.0,0.0,2,0,3,1,3,5,8,0,0,Attchd,1998.0,3,2.0,539.0,3,3,3,0,81,0,0,0,0,0,4,missing,0,12,2009,WD,Normal
1876,60,RL,70.0,8750,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4,3,1,6,606.0,1,0.0,322.0,928.0,GasA,5,1,5,928,844,0,1772,1.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1998.0,2,2.0,492.0,3,3,3,150,96,0,0,0,0,0,0,missing,0,4,2009,WD,Normal
1877,20,RL,65.0,10739,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4,3,1,6,1259.0,1,0.0,172.0,1431.0,GasA,5,1,5,1444,0,0,1444,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2002.0,2,2.0,577.0,3,3,3,144,40,0,0,0,0,0,0,missing,0,4,2009,WD,Normal
1878,20,RL,75.0,11166,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1468.0,1492.0,GasA,5,1,5,1492,0,0,1492,0.0,0.0,2,0,3,1,4,6,8,1,3,Attchd,2001.0,2,2.0,608.0,3,3,3,0,114,0,0,168,0,0,0,missing,0,7,2009,WD,Family
1879,20,RL,0.0,16269,Pave,missing,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,BrkTil,4,3,3,6,625.0,1,0.0,282.0,907.0,GasA,3,1,5,907,0,0,907,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1978.0,1,1.0,343.0,3,3,3,72,0,0,0,0,0,0,3,missing,0,7,2009,WD,Normal
1880,20,RL,76.0,6950,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,3,3,CBlock,3,3,1,5,710.0,4,72.0,132.0,914.0,GasA,3,1,5,914,0,0,914,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1979.0,1,2.0,444.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,10,2009,WD,Normal
1881,20,RL,90.0,11664,Pave,missing,4,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1234.0,1,0.0,335.0,1569.0,GasA,5,1,5,1611,0,0,1611,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2002.0,2,3.0,1231.0,3,3,3,262,93,0,0,0,0,0,0,missing,0,9,2009,WD,Normal
1882,60,RL,0.0,12334,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1068.0,1068.0,GasA,5,1,5,1068,1116,0,2184,0.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,2003.0,2,2.0,570.0,3,3,3,192,132,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1883,60,RL,70.0,8749,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,missing,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,1,5,840,885,0,1725,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2002.0,2,2.0,550.0,3,3,3,0,48,0,0,0,0,0,0,missing,0,11,2009,WD,Normal
1884,60,RL,0.0,11250,Pave,missing,4,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,944.0,944.0,GasA,5,1,5,944,926,0,1870,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2001.0,2,2.0,608.0,3,3,3,256,43,0,0,0,0,0,0,missing,0,5,2009,WD,Normal
1885,20,RL,90.0,15750,Pave,missing,4,4,4,FR3,3,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4,3,4,6,1246.0,1,0.0,216.0,1462.0,GasA,5,1,5,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,8,1,3,Attchd,1999.0,3,2.0,521.0,3,3,3,135,34,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1886,20,RL,0.0,12782,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,4,3,PConc,5,3,4,6,1360.0,1,0.0,462.0,1822.0,GasA,5,1,5,1828,0,0,1828,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2002.0,3,2.0,523.0,3,3,3,194,144,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
1887,20,RL,70.0,8750,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,4,3,PConc,4,3,3,6,1111.0,1,0.0,306.0,1417.0,GasA,5,1,5,1417,0,0,1417,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,1997.0,1,2.0,511.0,3,3,3,60,0,0,0,117,0,0,0,missing,0,8,2009,WD,Normal
1888,20,RL,85.0,10200,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,3,6,1478.0,1,0.0,100.0,1578.0,GasA,5,1,5,1602,0,0,1602,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,2,3.0,810.0,3,3,3,0,48,0,0,195,0,0,0,missing,0,1,2009,WD,Normal
1889,60,RL,85.0,11069,Pave,missing,4,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,608.0,608.0,GasA,5,1,5,608,788,0,1396,0.0,0.0,2,1,3,1,4,6,8,1,4,BuiltIn,2007.0,3,2.0,440.0,3,3,3,100,36,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
1890,20,RL,80.0,10682,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,399.0,1,0.0,615.0,1014.0,GasA,3,1,5,1149,0,0,1149,1.0,0.0,1,0,3,1,3,7,7,0,0,2Types,1968.0,3,1.0,544.0,3,3,3,0,240,0,0,0,0,0,3,missing,0,7,2009,WD,Normal
1891,180,RM,35.0,3675,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3,3,Wood,4,3,4,6,547.0,1,0.0,0.0,547.0,GasA,4,1,5,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,8,0,0,Basment,2005.0,3,2.0,525.0,3,3,3,0,28,0,0,0,0,0,0,missing,0,4,2009,WD,Normal
1892,20,RL,64.0,6410,Pave,missing,4,2,4,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,2,332.0,3,243.0,301.0,876.0,GasA,3,1,4,876,0,0,876,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1959.0,1,1.0,320.0,3,3,3,0,0,0,0,0,0,0,3,missing,0,3,2009,WD,Normal
1893,20,RL,70.0,11767,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,2,3,1078.0,1,0.0,0.0,1078.0,GasA,3,1,4,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1950.0,2,1.0,195.0,3,3,3,0,41,211,0,0,0,0,0,Shed,900,6,2009,WD,Normal
1894,90,RL,65.0,10926,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1678.0,1678.0,GasA,3,1,5,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,8,0,0,missing,0.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,missing,0,8,2009,WD,Normal
1895,20,RL,70.0,11767,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,3,3,CBlock,3,3,1,3,546.0,1,0.0,604.0,1150.0,GasA,5,1,5,1560,0,0,1560,0.0,0.0,1,0,2,1,3,7,7,1,3,Attchd,1956.0,1,1.0,313.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,5,2009,WD,Normal
1896,50,RL,45.0,8212,Pave,Grvl,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,626.0,1,0.0,94.0,720.0,GasA,5,1,5,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,8,2,4,Detchd,1940.0,1,1.0,256.0,3,3,3,84,0,0,0,0,0,0,0,missing,0,9,2009,WD,Normal
1897,50,RH,70.0,6300,Pave,Pave,4,4,4,Corner,3,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,3,3,PConc,3,2,1,2,832.0,1,0.0,0.0,832.0,GasA,3,1,5,832,436,0,1268,0.0,0.0,1,1,3,1,3,7,8,2,4,Basment,1938.0,1,1.0,250.0,3,3,3,0,0,55,0,0,0,0,0,missing,0,7,2009,WD,Abnorml
1898,70,RL,43.0,5707,Pave,missing,4,3,4,Inside,3,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,583.0,583.0,GasA,4,1,3,647,595,0,1242,0.0,0.0,1,1,3,1,3,6,8,1,4,Detchd,1926.0,1,1.0,180.0,2,3,3,329,96,0,0,0,0,0,0,missing,0,3,2009,WD,Normal
